name,address,city,state,zip,country,phone,lat,lng,url
"North Tonawanda Health Center","15 Webster Street","North Tonawanda","NY","14120","US","866-600-6886","43.02226300000001","-78.87746599999998","https://www.plannedparenthood.org/health-center/new-york/north-tonawanda/14120/north-tonawanda-health-center-2977-91040"
"San Luis Obispo Center","743 Pismo Street","San Luis Obispo","CA","93401","US","888-898-3806","35.2768685","-120.661745","https://www.plannedparenthood.org/health-center/california/san-luis-obispo/93401/san-luis-obispo-center-2252-90170"
"Eureka Health Center","3225 Timber Fall Court Suite B","Eureka","CA","95503","US","707-442-5700","40.7788293","-124.13516690000002","https://www.plannedparenthood.org/health-center/california/eureka/95503/eureka-health-center-2301-90200"
"Central District Health Center","2001 E Madison","Seattle","WA","98122","US","800-769-0045","47.6172929","-122.3050343","https://www.plannedparenthood.org/health-center/washington/seattle/98122/central-district-health-center-3309-91810"
"Everett Health Center","1509 32nd St.","Everett","WA","98201","US","800-769-0045","47.975465","-122.2095988","https://www.plannedparenthood.org/health-center/washington/everett/98201/everett-health-center-2994-91810"
"Federal Way Health Center","1105 S 348th Street #B103","Federal Way","WA","98003","US","800-769-0045","47.28978669999999","-122.3193251","https://www.plannedparenthood.org/health-center/washington/federal-way/98003/federal-way-health-center-2503-91810"
"Northgate Health Center","1200 N. Northgate Way","Seattle","WA","98133","US","800-769-0045","47.7084355","-122.33330150000002","https://www.plannedparenthood.org/health-center/washington/seattle/98133/northgate-health-center-3975-91810"
"Louisville Health Center","842 South 7th Street","Louisville","KY","40203","US","317-205-8088","38.2375215","-85.756188","https://www.plannedparenthood.org/health-center/kentucky/louisville/40203/louisville-health-center-3290-91810"
"Council Bluffs Health Center","1604 2nd Ave","Council Bluffs","IA","51501","US","877-811-7526","41.25997449999999","-95.8679343","https://www.plannedparenthood.org/health-center/iowa/council-bluffs/51501/council-bluffs-health-center-3683-90380"
"White River Junction Health Center","79 South Main St","White River Junction","VT","5001","US","802-281-6056","43.64684990000001","-72.3187407","https://www.plannedparenthood.org/health-center/vermont/white-river-junction/05001/white-river-junction-health-center-2745-91770"
"Keene Health Center","8 Middle Street","Keene","NH","3431","US","603-352-6898","42.9342999","-72.28130609999998","https://www.plannedparenthood.org/health-center/new-hampshire/keene/03431/keene-health-center-2744-91770"
"Rutland Health Center","11 Burnham Avenue","Rutland","VT","5701","US","802-775-2333","43.6153549","-72.9224329","https://www.plannedparenthood.org/health-center/vermont/rutland/05701/rutland-health-center-4229-91770"
"Perth Amboy Center","450 Market Street","Perth Amboy","NJ","8861","US","732-442-4499","40.51137129999999","-74.2829185","https://www.plannedparenthood.org/health-center/new-jersey/perth-amboy/08861/perth-amboy-center-3053-90900"
"Poughkeepsie Health Center","17 Noxon Street","Poughkeepsie","NY","12601","US","845-562-7800","41.7013364","-73.9290677","https://www.plannedparenthood.org/health-center/new-york/poughkeepsie/12601/poughkeepsie-health-center-2621-91110"
"Rome Center","111 E. Chestnut Street, Ste. 205","Rome","NY","13440","US","315-337-8584","43.2312046","-75.440529","https://www.plannedparenthood.org/health-center/new-york/rome/13440/rome-center-2884-91110"
"Tempe Regional Health Center","1837 E Baseline Rd.","Tempe","AZ","85283","US","602-277-7526","33.377301","-111.90635500000002","https://www.plannedparenthood.org/health-center/arizona/tempe/85283/tempe-regional-health-center-4256-90030"
"Mount Vernon Health Center","1805 E Division Street","Mount Vernon","WA","98274","US","360-848-1744","48.4213839","-122.3178997","https://www.plannedparenthood.org/health-center/washington/mount-vernon/98274/mount-vernon-health-center-2843-91780"
"Englewood Health Center","46 N Van Brunt Street","Englewood","NJ","7631","US","201-894-0966","40.8953645","-73.9749837","https://www.plannedparenthood.org/health-center/new-jersey/englewood/07631/englewood-health-center-2946-90900"
"Santa Barbara Center","518 Garden Street","Santa Barbara","CA","93101","US","888-898-3806","34.42097259999999","-119.6923136","https://www.plannedparenthood.org/health-center/california/santa-barbara/93101/santa-barbara-center-3268-90170"
"El Cerrito Health Center","320 El Cerrito Plaza","El Cerrito","CA","94530","US","510-527-5806","37.8996411","-122.29985859999998","https://www.plannedparenthood.org/health-center/california/el-cerrito/94530/el-cerrito-health-center-3940-90200"
"Elizabeth Health Center","1171 Elizabeth Avenue","Elizabeth","NJ","7201","US","908-351-5384","40.66231099999999","-74.21428700000001","https://www.plannedparenthood.org/health-center/new-jersey/elizabeth/07201/elizabeth-health-center-2599-90900"
"Cobleskill Center","109 Legion Drive","Cobleskill","NY","12043","US","518-234-3325","42.6808653","-74.4807234","https://www.plannedparenthood.org/health-center/new-york/cobleskill/12043/cobleskill-center-2783-91110"
"Hackensack Health Center","575 Main Street","Hackensack","NJ","7601","US","201-489-1140","40.8971816","-74.0403286","https://www.plannedparenthood.org/health-center/new-jersey/hackensack/07601/hackensack-health-center-2947-90900"
"Hamilton Health Center","2279 State Highway 33","Hamilton Square","NJ","8690","US","609-788-3233","40.2210589","-74.637456","https://www.plannedparenthood.org/health-center/new-jersey/hamilton-square/08690/hamilton-health-center-2343-90900"
"Utica Center","1424 Genesee Street","Utica","NY","13502","US","315-724-6146","43.094305","-75.246807","https://www.plannedparenthood.org/health-center/new-york/utica/13502/utica-center-3318-91110"
"Central Austin Health Center","2911 Medical Arts, Suite 12","Austin","TX","78705","US","512-477-5846","30.289017","-97.727979","https://www.plannedparenthood.org/health-center/texas/austin/78705/central-austin-health-center-2395-91620"
"Morristown Health Center","196 Speedwell Ave","Morristown","NJ","7960","US","973-539-1364","40.80611069999999","-74.48320329999999","https://www.plannedparenthood.org/health-center/new-jersey/morristown/07960/morristown-health-center-3307-90900"
"Trenton Health Center","437 East State Street","Trenton","NJ","8608","US","609-599-4881","40.220678","-74.755918","https://www.plannedparenthood.org/health-center/new-jersey/trenton/08608/trenton-health-center-3304-90900"
"Tacoma Health Center","1515 Martin Luther King Jr. Way","Tacoma","WA","98405","US","800-769-0045","47.247453","-122.45020130000002","https://www.plannedparenthood.org/health-center/washington/tacoma/98405/tacoma-health-center-4106-91810"
"Lynnwood Health Center","19505 76th Ave W. 200","Lynnwood","WA","98036","US","800-769-0045","47.8220361","-122.3351286","https://www.plannedparenthood.org/health-center/washington/lynnwood/98036/lynnwood-health-center-2996-91810"
"Batavia Health Center","222 W Main Street","Batavia","NY","14020","US","866-600-6886","43.0011069","-78.1935119","https://www.plannedparenthood.org/health-center/new-york/batavia/14020/batavia-health-center-2353-91040"
"East Atlanta Health Center","440 Moreland Avenue SE","Atlanta","GA","30316","US","404-688-9300","33.7420534","-84.34888669999998","https://www.plannedparenthood.org/health-center/georgia/atlanta/30316/east-atlanta-health-center-4286-90330"
"West Seneca Health Center","Wimbledon Plaza 240 Center Road","West Seneca","NY","14224","US","866-600-6886","42.84041479999999","-78.7731236","https://www.plannedparenthood.org/health-center/new-york/west-seneca/14224/west-seneca-health-center-2693-91040"
"Clearlake Health Center","14671 Olympic Drive","Clearlake","CA","95422","US","707-995-2261","38.9617652","-122.638241","https://www.plannedparenthood.org/health-center/california/clearlake/95422/clearlake-health-center-4068-90200"
"Schenectady Center","1040 State Street","Schenectady","NY","12307","US","518-374-5353","42.8013862","-73.92853189999998","https://www.plannedparenthood.org/health-center/new-york/schenectady/12307/schenectady-center-4192-91110"
"Queensbury Health Center","543 Bay Road","Queensbury","NY","12804","US","518-792-0994","43.3462848","-73.65584100000001","https://www.plannedparenthood.org/health-center/new-york/queensbury/12804/queensbury-health-center-4257-91110"
"Johnstown Center","400 North Perry Street","Johnstown","NY","12095","US","518-736-1911","43.0205443","-74.3684803","https://www.plannedparenthood.org/health-center/new-york/johnstown/12095/johnstown-center-3530-91110"
"Ogden Health Center","4387 Harrison Blvd.","Ogden","UT","84403","US","801-479-7721","41.18324549999999","-111.95015349999998","https://www.plannedparenthood.org/health-center/utah/ogden/84403/ogden-health-center-2256-91730"
"Newburgh Health Center","136 Lake Street, Suite11","Newburgh","NY","12550","US","845-562-7800","41.4968896","-74.02962450000001","https://www.plannedparenthood.org/health-center/new-york/newburgh/12550/newburgh-health-center-3995-91110"
"Dover Center","805 S Governors Ave","Dover","DE","19901","US","302-678-5200","39.1484132","-75.5247126","https://www.plannedparenthood.org/health-center/delaware/dover/19901/dover-center-2896-90240"
"Sparta Health Center","919 Hoeschler Drive Suite 100","Sparta","WI","54656","US","800-657-5177","43.9345429","-90.82528960000002","https://www.plannedparenthood.org/health-center/wisconsin/sparta/54656/sparta-health-center-9003-91860"
"Kingston Health Center","21 Grand Street","Kingston","NY","12401","US","845-562-7800","41.9286457","-73.9997426","https://www.plannedparenthood.org/health-center/new-york/kingston/12401/kingston-health-center-2623-91110"
"El Paso Health Center","1511 E. Missouri Avenue","El Paso","TX","79902","US","915-626-5191","31.7705209","-106.4766214","https://www.plannedparenthood.org/health-center/texas/el-paso/79902/el-paso-health-center-4524-91620"
"Bennington Health Center","210 South St. Ste. 4","Bennington","VT","5201","US","802-442-8166","42.8769172","-73.19668039999999","https://www.plannedparenthood.org/health-center/vermont/bennington/05201/bennington-health-center-2655-91770"
"Goshen Health Center","7 Coates Drive, Suite 4","Goshen","NY","10924","US","845-562-7800","41.3905859","-74.3357148","https://www.plannedparenthood.org/health-center/new-york/goshen/10924/goshen-health-center-2624-91110"
"New Brunswick Center","10B Industrial Drive","New Brunswick","NJ","8901","US","732-246-2411","40.4770506","-74.4836065","https://www.plannedparenthood.org/health-center/new-jersey/new-brunswick/08901/new-brunswick-center-2684-90900"
"South Austin Abortion Services Center","201 E. Ben White Blvd. - Bldg. A","Austin","TX","78704","US","512-276-8000","30.2208775","-97.76310690000004","https://www.plannedparenthood.org/health-center/texas/austin/78704/south-austin-abortion-services-center-4250-21342"
"Sheboygan Health Center","909 South Taylor Drive","Sheboygan","WI","53081","US","920-458-9401","43.74533940000001","-87.74269190000001","https://www.plannedparenthood.org/health-center/wisconsin/sheboygan/53081/sheboygan-health-center-4514-91860"
"Audre Rapoport Abortion Services Center","700 West Highway 6 Suite A","Waco","TX","76712","US","254-230-9864","31.5176122","-97.2043276","https://www.plannedparenthood.org/health-center/texas/waco/76712/audre-rapoport-abortion-services-center-4283-21342"
"Newark DE Center","140 E Delaware Ave","Newark","DE","19711","US","302-731-7801","39.6823102","-75.7476555","https://www.plannedparenthood.org/health-center/delaware/newark/19711/newark-de-center-2895-90240"
"Williston Health Center","75 Talcott Road","Williston","VT","5495","US","802-879-4800","44.447835","-73.104665","https://www.plannedparenthood.org/health-center/vermont/williston/05495/williston-health-center-3317-91770"
"Freehold Center","800 W Main Street","Freehold","NJ","7728","US","732-431-1717","40.235235","-74.3115289","https://www.plannedparenthood.org/health-center/new-jersey/freehold/07728/freehold-center-2683-90900"
"Barre Health Center","90 Washington Street","Barre","VT","5641","US","802-476-6696","44.1950834","-72.4967871","https://www.plannedparenthood.org/health-center/vermont/barre/05641/barre-health-center-2654-91770"
"Blair Health Center","223 South Main St.","Blair","WI","54616","US","800-657-5177","44.29280079999999","-91.22849889999998","https://www.plannedparenthood.org/health-center/wisconsin/blair/54616/blair-health-center-9002-91860"
"Thousand Oaks Center","1200 W Hillcrest","Thousand Oaks","CA","91320","US","888-898-3806","34.1848319","-118.9068779","https://www.plannedparenthood.org/health-center/california/thousand-oaks/91320/thousand-oaks-center-3851-90170"
"Wellington Health Center (West Palm Beach)","10111 Forest Hill Blvd, Suite 340","Wellington","FL","33414","US","561-296-4919","26.6527165","-80.2042882","https://www.plannedparenthood.org/health-center/florida/wellington/33414/wellington-health-center-west-palm-beach-4066-90320"
"Pembroke Pines Health Center","263 North University Drive","Pembroke Pines","FL","33024","US","954-989-5747","26.0109998","-80.24825689999999","https://www.plannedparenthood.org/health-center/florida/pembroke-pines/33024/pembroke-pines-health-center-3917-90320"
"Canandaigua Health Center","15 LaFayette Avenue","Canandaigua","NY","14424","US","866-600-6886","42.885984","-77.27789","https://www.plannedparenthood.org/health-center/new-york/canandaigua/14424/canandaigua-health-center-2352-91040"
"Rochester Health Center","114 University Avenue","Rochester","NY","14605","US","866-600-6886","43.1607458","-77.5994825","https://www.plannedparenthood.org/health-center/new-york/rochester/14605/rochester-health-center-3332-91040"
"Santa Maria Center","415 E Chapel Street","Santa Maria","CA","93454","US","888-898-3806","34.954617","-120.430722","https://www.plannedparenthood.org/health-center/california/santa-maria/93454/santa-maria-center-2250-90170"
